Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10fmr,se.fmr,log10density,se.dens
Thomasomys_daphne,Rodentia,Cricetidae,Thomasomys,daphne,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,98,0,2,Imputed 000 Species,PHYLACINE 1.2,2.1149206923082007,0.08047567871478789,2.5590213421299914,0.34702970361387697
Thomasomys_eleusis,Rodentia,Cricetidae,Thomasomys,eleusis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.1150990494573363,0.08080506941167943,2.558439204953888,0.34932119691870134
Thomasomys_erro,Rodentia,Cricetidae,Thomasomys,erro,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,46.3,Reported,Occasional Papers of the Museum of Texas Tech University 276: 1-12 (2008),NA,NA,Occurs on mainland,LC,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,1.9627808696732505,0.0796632724250423,2.666827315692928,0.3446863954230955
Thomasomys_gracilis,Rodentia,Cricetidae,Thomasomys,gracilis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,2.11417027155952,0.07909455063859452,2.5554751218568894,0.3468788645030935
Thomasomys_hudsoni,Rodentia,Cricetidae,Thomasomys,hudsoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23.1,Assumed isometric based on head-body length,American Museum Novitates 55: 1-14 (1923),Thomasomys_cinnameus,American Museum Novitates 3421:1-47 (2003),Occurs on mainland,DD,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,1.7552784887048067,0.07944391449214858,2.8137876489369935,0.34703458921985914
Thomasomys_hylophilus,Rodentia,Cricetidae,Thomasomys,hylophilus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,36,Reported,Journal of Mammalogy 83: 834-842 (2002),NA,NA,Occurs on mainland,EN,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.8886295244178495,0.08086336722015981,2.722371710743124,0.34710702167163976
Thomasomys_incanus,Rodentia,Cricetidae,Thomasomys,incanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,2.1147353877335155,0.07949735479451873,2.5589238916075234,0.3484723281645198
Thomasomys_ischyrus,Rodentia,Cricetidae,Thomasomys,ischyrus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.1146634946681044,0.08080579958549905,2.554005430703271,0.346823400251501
Thomasomys_kalinowskii,Rodentia,Cricetidae,Thomasomys,kalinowskii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.115784476907399,0.08061924556935314,2.5566217954068406,0.34640013032373
Thomasomys_ladewi,Rodentia,Cricetidae,Thomasomys,ladewi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,78,Reported,Bulletin of the American Museum of Natural History 231: 1-652 (1997),NA,NA,Occurs on mainland,LC,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,2.119171294660236,0.0790116125708379,2.553835661251304,0.34444025255241806
Thomasomys_laniger,Rodentia,Cricetidae,Thomasomys,laniger,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,35.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.883667799340487,0.08099461519403443,2.726059141680211,0.3481635643995
Thomasomys_macrotis,Rodentia,Cricetidae,Thomasomys,macrotis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,115,Reported,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,Occurs on mainland,VU,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.2336431214377606,0.08013565269197293,2.4724915684663245,0.3470135371523476
Thomasomys_monochromos,Rodentia,Cricetidae,Thomasomys,monochromos,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.114738821304324,0.07976238141476957,2.557423179383043,0.34644722188247923
Thomasomys_niveipes,Rodentia,Cricetidae,Thomasomys,niveipes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.114516880319687,0.07987582141143681,2.5586031822382465,0.34964272794122286
Thomasomys_notatus,Rodentia,Cricetidae,Thomasomys,notatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,2.1154526516145022,0.07915959165566647,2.5571935510413475,0.3486417500867121
Thomasomys_onkiro,Rodentia,Cricetidae,Thomasomys,onkiro,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77.2,Assumed isometric based on head-body length,Journal of Mammalogy 83: 834-842 (2002),Thomasomys_silvestris,Journal of Mammalogy 83: 834-842 (2002),Occurs on mainland,VU,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.116895433820854,0.08003137577374018,2.551807072899243,0.3498538505496895
Thomasomys_oreas,Rodentia,Cricetidae,Thomasomys,oreas,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.1151843822065173,0.07988079517941113,2.5573222680113785,0.34680962425359974
Thomasomys_paramorum,Rodentia,Cricetidae,Thomasomys,paramorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.5,Reported,American Museum Novitates 3421:1-47 (2003),NA,NA,Occurs on mainland,LC,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,1.7352333860605529,0.08000242190638454,2.8300150107659876,0.3475433793473289
Thomasomys_popayanus,Rodentia,Cricetidae,Thomasomys,popayanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,70.5,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 31: 71-95 (1912),Thomasomys_aureus,American Museum Novitates 3421:1-47 (2003),Occurs on mainland,DD,No,99,0,1,Imputed 000 Species,PHYLACINE 1.2,2.0897829822775176,0.07895288260643737,2.5742584617751554,0.3520396276301131
Thomasomys_praetor,Rodentia,Cricetidae,Thomasomys,praetor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,107.8,Assumed isometric based on head-body length,Annals and Magazine of Natural History 7 5: 354-357 (1900),Thomasomys_aureus,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,DD,No,99,0,1,Imputed 000 Species,PHYLACINE 1.2,2.2159337766615432,0.07911668544953744,2.4818775167790257,0.35205291290583457
Thomasomys_pyrrhonotus,Rodentia,Cricetidae,Thomasomys,pyrrhonotus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.1151099768625268,0.08001111731259458,2.55470533056092,0.3508645481872744
Thomasomys_rosalinda,Rodentia,Cricetidae,Thomasomys,rosalinda,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.1147225592486234,0.08031303438512456,2.5543858900410665,0.34771888296357345
Thomasomys_silvestris,Rodentia,Cricetidae,Thomasomys,silvestris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,97,1,2,Imputed 000 Species,PHYLACINE 1.2,2.114950782580788,0.07980645010560193,2.557409181779198,0.349730874035871
Thomasomys_taczanowskii,Rodentia,Cricetidae,Thomasomys,taczanowskii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,2.1157868531878257,0.08048465309358595,2.5557962600928454,0.34735993042451896
Thomasomys_ucucha,Rodentia,Cricetidae,Thomasomys,ucucha,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,36,Reported,American Museum Novitates 3421:1-47 (2003),NA,NA,Occurs on mainland,VU,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,1.889801973144164,0.07917603657883572,2.7218545558943004,0.34916719751576514
Thomasomys_vestitus,Rodentia,Cricetidae,Thomasomys,vestitus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,76.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.1122999090079437,0.07905789500943204,2.5569204262639507,0.34651411014718153
Thomasomys_vulcani,Rodentia,Cricetidae,Thomasomys,vulcani,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,39.1,Assumed isometric based on head-body length,Annals and Magazine of Natural History 7 1: 451-357 (1898),Thomasomys_baeops,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,DD,No,97,0,3,Imputed 000 Species,PHYLACINE 1.2,1.9138210080323608,0.08089610693806358,2.7048383662207067,0.34566217662925564
Thomomys_bottae,Rodentia,Geomyidae,Thomomys,bottae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,114.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.130324061247969,0.060994772802193974,3.2031237193947413,0.3477026833622037
Thomomys_bulbivorus,Rodentia,Geomyidae,Thomomys,bulbivorus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,359.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.4743289295707025,0.0898936109790237,2.793539231931551,0.42934633949527046
Thomomys_clusius,Rodentia,Geomyidae,Thomomys,clusius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,58,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0009305514490925,0.09148520192929128,3.2770706862919856,0.36847030821583704
Thomomys_idahoensis,Rodentia,Geomyidae,Thomomys,idahoensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,67,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0301863825389623,0.1013575899800661,3.246667629333617,0.371831799172332
Thomomys_mazama,Rodentia,Geomyidae,Thomomys,mazama,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,75,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.067546881046661,0.09749495543045406,3.281270058407517,0.31970129207250275
Thomomys_monticola,Rodentia,Geomyidae,Thomomys,monticola,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,80,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0777368651256807,0.10294989600560893,3.2167725441282933,0.33432307988461696
Thomomys_talpoides,Rodentia,Geomyidae,Thomomys,talpoides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,130.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2646604756132467,0.06921903435701052,3.148935237277159,0.3189580905127174
Thomomys_townsendii,Rodentia,Geomyidae,Thomomys,townsendii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,263.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3776598434622844,0.08117182953720015,2.9367419786285582,0.3941880006781383
Thomomys_umbrinus,Rodentia,Geomyidae,Thomomys,umbrinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,166,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.228812692788176,0.06016644110497347,3.068895489255543,0.38074199633543987
Thrichomys_apereoides,Rodentia,Echimyidae,Thrichomys,apereoides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,339,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,35,0,65,Estimated Observed Species,"Lessa, L. G., et al. 2009. Food habits and seed dispersal by Thrichomys apereoides (Rodentia: Echimyidae) in a Brazilian Cerrado reserve. Mastozoología Neotropical 16:459-463.",2.417821129316687,0.0795795681169536,2.504827537961191,0.42421850766483965
Thrichomys_inermis,Rodentia,Echimyidae,Thrichomys,inermis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,298.8,Assumed isometric based on skull size,Zeitchrift für Saugertierkunde 60:176-185 (1995),Thrichomys_apereoides,Zeitchrift für Saugertierkunde 60:176-185 (1995),Occurs on mainland,LC,No,87,0,13,Imputed 000 Species,PHYLACINE 1.2,2.374054615699418,0.10192071674439439,2.539924395420069,0.4210804180570122
Thrichomys_laurentius,Rodentia,Echimyidae,Thrichomys,laurentius,1,0,0,0,Imputed,PHYLACINE 1.2,404.3,Estimated based on equation from skull length,"Patton, J. L., et al., editors. 2015. Mammals of South America: 2. The University of Chicago Press, Chicago.",NA,"Bertrand, O. C., et al. 2015. Cranial dimensions as estimators of body mass and locomotor habits in extant and fossil rodents. Journal of Vertebrate Paleontology 36:e1014905.",Occurs on mainland,DD,No,78,0,22,Imputed 000 Species,PHYLACINE 1.2,2.4648629068661125,0.09839363056138274,2.46891262889829,0.4233233718416151
Thrichomys_pachyurus,Rodentia,Echimyidae,Thrichomys,pachyurus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,266,Reported,Revista Brasileira de Zoologia 24: 426-435 (2007),NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2.338499811592891,0.09928948342043674,2.563583856307222,0.4169957645428699
Thryonomys_gregorianus,Rodentia,Thryonomyidae,Thryonomys,gregorianus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2707.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.019694659606362,0.1362743088514443,2.022224598401572,0.5973287152885777
Thryonomys_swinderianus,Rodentia,Thryonomyidae,Thryonomys,swinderianus,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3180,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.067503231877999,0.13576752346804857,1.982295019613723,0.6029908656219329
Thylacinus_cynocephalus,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EX,No,0,100,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3.7204940848656265,0.12480966881025889,0.7814549902989733,0.5528327005111007
Thylacoleo_carnifex,Diprotodontia,Thylacoleonidae,Thylacoleo,carnifex,1,0,0,0,Imputed,PHYLACINE 1.2,11e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,0,100,0,Estimated Craniodental Species,"Wroe, S., et al. 2008. How to build a mammalian super-predator. Zoology 111:196-203.",4.0806806162951075,0.11578805084167741,1.143226023191493,0.5453713049105801
Thylamys_cinderella,Didelphimorphia,Didelphidae,Thylamys,cinderella,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34.9,Assumed isometric based on skull size,Journal of Mammalogy 88: 319-329 (2007),Thylamys_elegans,Journal of Mammalogy 88: 319-329 (2007),Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7300334325880957,0.09955741717107625,2.0918756589505807,0.3548106336049769
Thylamys_citellus,Didelphimorphia,Didelphidae,Thylamys,citellus,1,0,0,0,Imputed,PHYLACINE 1.2,60.5,Reported,"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 5. Monotremes and Marsupials. First edition. Lynx Edicions, Barcelona.",NA,NA,Occurs on mainland,LC,No,9,12,79,Imputed 000 Species,PHYLACINE 1.2,1.895143010854859,0.09987435251422015,2.0036264962335117,0.34804660544903154
Thylamys_elegans,Didelphimorphia,Didelphidae,Thylamys,elegans,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,10,10,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6751585359786167,0.10085522478815068,2.2385000639878654,0.3133980745886852
Thylamys_fenestrae,Didelphimorphia,Didelphidae,Thylamys,fenestrae,1,0,0,0,Imputed,PHYLACINE 1.2,19.5,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,NT,No,9,11,80,Imputed 000 Species,PHYLACINE 1.2,1.5587952462221168,0.10010278886187096,2.2901101278858547,0.3305278825202553
Thylamys_karimii,Didelphimorphia,Didelphidae,Thylamys,karimii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28,Reported,Bulletin of the American Museum of Natural History 322 :1-177 (2009),NA,NA,Occurs on mainland,VU,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6658419917619878,0.10105860528424862,2.0946808093139553,0.3699233342813629
Thylamys_macrurus,Didelphimorphia,Didelphidae,Thylamys,macrurus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,10,10,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5756337701474252,0.10007807607033702,2.2273812287306023,0.3478012563889026
Thylamys_pallidior,Didelphimorphia,Didelphidae,Thylamys,pallidior,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,14.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,10,10,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4781574365086976,0.1006870356072995,2.3524370065842204,0.3307694259400218
Thylamys_pulchellus,Didelphimorphia,Didelphidae,Thylamys,pulchellus,1,0,0,0,Imputed,PHYLACINE 1.2,24.6,Assumed isometric based on head-body length,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 5. Monotremes and Marsupials. First edition. Lynx Edicions, Barcelona.",Thylamys_tatei,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 5. Monotremes and Marsupials. First edition. Lynx Edicions, Barcelona.",Occurs on mainland,LC,No,10,11,79,Imputed 000 Species,PHYLACINE 1.2,1.6268984837117706,0.10038212102725097,2.1990691932085284,0.34664384045913993
Thylamys_pusillus,Didelphimorphia,Didelphidae,Thylamys,pusillus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,41,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,10,10,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7794414117606325,0.10056224314111274,2.091688817012255,0.3480717414768066
Thylamys_tatei,Didelphimorphia,Didelphidae,Thylamys,tatei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,32.2,Assumed isometric based on skull size,Journal of Mammalogy 88: 319-329 (2007),Thylamys_elegans,Journal of Mammalogy 88: 319-329 (2007),Occurs on mainland,DD,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7082720656138275,0.10002469370552466,2.168923015272028,0.33526979741776736
