reference	community type	ecosystem type	NPP (gC m-2 y-1)	leaf P (gC m-2 y-1)	DP (gCm-2 yr-1)	leaf DP (gC m-2 yr-1)	D (gC m-2 y-1)	DB (gC m-2)	H (gC m-2 y-1)	%NPP consumed	HB (gC m-2)	TC (gC m-2 y-1)	CA  (gC m-2 y-1)	Nbiomass (%DW)	Pbiomass (%DW)	k (day-1)	Ndetritus (%DW)	Pdetritus (%DW)	Ndp(%DW)	Pdp(%DW)
Li and Lee 1998	mangroves	terrestrial	868.700000	.	840.704500	.	.	.	27.995500	3.222689	.	.	.	.	.	.	.	.	.	.
Nessel 1978	mangroves	terrestrial	514.650000	.	.	.	.	.	.	.	.	.	.	.	0.013900	.	.	.	.	.
Newell et al. 1984	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.001700	0.700000	.	.	.
Newell et al. 1984	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.009500	0.400000	.	.	.
Odum 1971	mangroves	terrestrial	900.017000	.	876.977470	.	.	.	23.039530	2.559899	.	.	.	.	.	.	.	.	.	.
Omuf et al. 1977	mangroves	terrestrial	1694.151150	.	1588.301150	.	.	.	105.850000	6.247967	.	.	.	.	.	.	.	.	.	.
Ong 1993	mangroves	terrestrial	900.017000	.	.	.	.	.	.	.	.	.	150.270500	.	.	.	.	.	.	.
Ong et al. 1982	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	0.655000	.	.	.	.	.	.
Robertson and Daniel 1989	mangroves	terrestrial	599.987000	.	584.186880	.	107.999850	.	15.800120	2.633410	.	123.799970	253.200500	.	.	.	.	.	.	.
Robertson and Daniel 1989	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.000800	0.370000	.	.	.
Robertson and Daniel 1989	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.000200	0.360000	.	.	.
Schlesinger 1978	mangroves	terrestrial	276.670000	.	.	.	.	.	.	.	.	.	.	0.330000	0.014900	.	.	.	.	.
Twilley et al. 1986	mangroves	terrestrial	199.311900	.	.	.	7.300000	.	.	.	.	.	3.431000	.	.	.	.	.	.	.
Twilley et al. 1986	mangroves	terrestrial	118.887800	.	.	.	65.700000	.	.	.	.	.	27.010000	.	.	.	.	.	.	.
Twilley et al. 1986	mangroves	terrestrial	181.828400	.	.	.	76.650000	.	.	.	.	.	30.295000	.	.	.	.	.	.	.
Van der Valk and Attiwill 1984	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.011400	0.740000	0.065000	.	.
Van der Valk and Attiwill 1984	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.007100	1.240000	0.127000	.	.
Van der Valk and Attiwill 1984	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.018900	0.760000	0.061000	.	.
Van der Valk and Attiwill 1984 **	mangroves	terrestrial	.	.	.	.	.	.	.	.	.	.	.	.	.	0.003800	1.180000	0.106000	.	.
Van der Walk and Attiwill 1984	mangroves	terrestrial	104.901000	.	.	.	47.450000	.	.	.	.	.	5.110000	.	.	.	.	.	.	.
Wolff et al. 2000	mangroves	terrestrial	507.000000	.	493.500000	.	.	.	13.500000	2.660000	.	.	.	0.981875	0.060650	.	.	.	.	.
